pnr_id,passenger_id,flight_id,seat_class,ancillary_fee_paid
PNR000597,P000597,FL02343,FIRST,109
PNR000598,P000598,FL07237,BUSINESS,93
PNR000599,P000599,FL09094,BUSINESS,62
PNR000600,P000600,FL03527,ECONOMY,68
PNR000601,P000601,FL00291,BUSINESS,107
PNR000602,P000602,FL05871,ECONOMY,32
PNR000603,P000603,FL06561,FIRST,74
PNR000604,P000604,FL00915,BUSINESS,133
PNR000605,P000605,FL05453,BUSINESS,86
PNR000606,P000606,FL05419,BUSINESS,41
PNR000607,P000607,FL09866,FIRST,64
PNR000608,P000608,FL08098,BUSINESS,61
PNR000609,P000609,FL04934,FIRST,9
PNR000610,P000610,FL04954,ECONOMY,6
PNR000611,P000611,FL05595,ECONOMY,147
PNR000612,P000612,FL01268,FIRST,72
PNR000613,P000613,FL02057,BUSINESS,89
PNR000614,P000614,FL06070,ECONOMY,144
PNR000615,P000615,FL05096,FIRST,30
PNR000616,P000616,FL05121,BUSINESS,13
PNR000617,P000617,FL03948,FIRST,55
PNR000618,P000618,FL00035,ECONOMY,55
PNR000619,P000619,FL00960,FIRST,38
PNR000620,P000620,FL03203,FIRST,101
PNR000621,P000621,FL00239,BUSINESS,12
PNR000622,P000622,FL00682,BUSINESS,80
PNR000623,P000623,FL09231,FIRST,15
PNR000624,P000624,FL08372,BUSINESS,28
PNR000625,P000625,FL03723,ECONOMY,99
PNR000626,P000626,FL07893,FIRST,125
PNR000627,P000627,FL09604,ECONOMY,125
PNR000628,P000628,FL00710,ECONOMY,78
PNR000629,P000629,FL00120,ECONOMY,138
PNR000630,P000630,FL08681,ECONOMY,137
PNR000631,P000631,FL09677,BUSINESS,55
PNR000632,P000632,FL03108,BUSINESS,69
PNR000633,P000633,FL02485,ECONOMY,80
PNR000634,P000634,FL06998,BUSINESS,106
PNR000635,P000635,FL01463,ECONOMY,88
PNR000636,P000636,FL04998,FIRST,138
PNR000637,P000637,FL02316,BUSINESS,5
PNR000638,P000638,FL08324,ECONOMY,103
PNR000639,P000639,FL08192,ECONOMY,70
PNR000640,P000640,FL07662,BUSINESS,28
PNR000641,P000641,FL07392,BUSINESS,57
PNR000642,P000642,FL08938,ECONOMY,138
PNR000643,P000643,FL00223,ECONOMY,140
PNR000644,P000644,FL09853,ECONOMY,60
PNR000645,P000645,FL09590,BUSINESS,16
PNR000646,P000646,FL01885,BUSINESS,113
PNR000647,P000647,FL03712,FIRST,101
PNR000648,P000648,FL00198,BUSINESS,41
PNR000649,P000649,FL09753,FIRST,144
PNR000650,P000650,FL02329,ECONOMY,88
PNR000651,P000651,FL07649,ECONOMY,85
PNR000652,P000652,FL00650,BUSINESS,15
PNR000653,P000653,FL03211,ECONOMY,14
PNR000654,P000654,FL00007,BUSINESS,118
PNR000655,P000655,FL01777,BUSINESS,3
PNR000656,P000656,FL03664,ECONOMY,123
PNR000657,P000657,FL00161,FIRST,99
PNR000658,P000658,FL07477,ECONOMY,67
PNR000659,P000659,FL01194,BUSINESS,45
PNR000660,P000660,FL08743,FIRST,48
PNR000661,P000661,FL05360,FIRST,143
PNR000662,P000662,FL01863,ECONOMY,101
PNR000663,P000663,FL05587,BUSINESS,40
PNR000664,P000664,FL05751,BUSINESS,110
PNR000665,P000665,FL09039,BUSINESS,74
PNR000666,P000666,FL06880,BUSINESS,77
PNR000667,P000667,FL06811,FIRST,60
PNR000668,P000668,FL03321,FIRST,110
PNR000669,P000669,FL04230,FIRST,48
PNR000670,P000670,FL06096,FIRST,142
PNR000671,P000671,FL00393,FIRST,66
PNR000672,P000672,FL06970,FIRST,72
PNR000673,P000673,FL03752,ECONOMY,101
PNR000674,P000674,FL06100,FIRST,60
PNR000675,P000675,FL04288,FIRST,122
PNR000676,P000676,FL00869,ECONOMY,118
PNR000677,P000677,FL04055,BUSINESS,6
PNR000678,P000678,FL09930,ECONOMY,4
PNR000679,P000679,FL08485,FIRST,121
PNR000680,P000680,FL08347,BUSINESS,108
PNR000681,P000681,FL00052,FIRST,32
PNR000682,P000682,FL08278,BUSINESS,46
PNR000683,P000683,FL07315,FIRST,119
PNR000684,P000684,FL06659,ECONOMY,71
PNR000685,P000685,FL00671,ECONOMY,21
PNR000686,P000686,FL06626,BUSINESS,13
PNR000687,P000687,FL04810,BUSINESS,40
PNR000688,P000688,FL02612,ECONOMY,138
PNR000689,P000689,FL05041,ECONOMY,32
PNR000690,P000690,FL04376,FIRST,55
PNR000691,P000691,FL05997,ECONOMY,57
PNR000692,P000692,FL05422,FIRST,54
PNR000693,P000693,FL04770,ECONOMY,81
PNR000694,P000694,FL07193,ECONOMY,91
PNR000695,P000695,FL05914,FIRST,87
PNR000696,P000696,FL02040,ECONOMY,98
PNR000697,P000697,FL05901,BUSINESS,25
PNR000698,P000698,FL02892,ECONOMY,144
PNR000699,P000699,FL06745,ECONOMY,46
PNR000700,P000700,FL07308,BUSINESS,86
PNR000701,P000701,FL08806,BUSINESS,94
PNR000702,P000702,FL09324,ECONOMY,122
PNR000703,P000703,FL04211,ECONOMY,75
PNR000704,P000704,FL06582,ECONOMY,41
PNR000705,P000705,FL05856,BUSINESS,119
PNR000706,P000706,FL00192,ECONOMY,126
PNR000707,P000707,FL06604,ECONOMY,12
PNR000708,P000708,FL08754,BUSINESS,122
PNR000709,P000709,FL05243,BUSINESS,95
PNR000710,P000710,FL07143,FIRST,115
PNR000711,P000711,FL01410,BUSINESS,25
PNR000712,P000712,FL04761,BUSINESS,66
PNR000713,P000713,FL04708,FIRST,12
PNR000714,P000714,FL05294,ECONOMY,121
PNR000715,P000715,FL07111,FIRST,138
PNR000716,P000716,FL01537,ECONOMY,124
PNR000717,P000717,FL02334,ECONOMY,66
PNR000718,P000718,FL07953,ECONOMY,37
PNR000719,P000719,FL01978,FIRST,97
PNR000720,P000720,FL01277,BUSINESS,11
PNR000721,P000721,FL01610,ECONOMY,18
PNR000722,P000722,FL04015,BUSINESS,10
PNR000723,P000723,FL04878,FIRST,62
PNR000724,P000724,FL09957,FIRST,127
PNR000725,P000725,FL06179,FIRST,99
PNR000726,P000726,FL08545,BUSINESS,1
PNR000727,P000727,FL05611,BUSINESS,21
PNR000728,P000728,FL00105,BUSINESS,139
PNR000729,P000729,FL02935,FIRST,33
PNR000730,P000730,FL07368,ECONOMY,122
PNR000731,P000731,FL00050,BUSINESS,141
PNR000732,P000732,FL00164,BUSINESS,121
PNR000733,P000733,FL01795,FIRST,12
PNR000734,P000734,FL03918,FIRST,46
PNR000735,P000735,FL09445,ECONOMY,35
PNR000736,P000736,FL03082,ECONOMY,136
PNR000737,P000737,FL07357,FIRST,133
PNR000738,P000738,FL00523,ECONOMY,14
PNR000739,P000739,FL03348,ECONOMY,110
PNR000740,P000740,FL06029,FIRST,83
PNR000741,P000741,FL09421,FIRST,133
PNR000742,P000742,FL01528,BUSINESS,148
PNR000743,P000743,FL00395,BUSINESS,97
PNR000744,P000744,FL07725,BUSINESS,67
PNR000745,P000745,FL06540,ECONOMY,122
PNR000746,P000746,FL03395,BUSINESS,107
PNR000747,P000747,FL09381,FIRST,103
PNR000748,P000748,FL04506,BUSINESS,32
PNR000749,P000749,FL00241,FIRST,62
PNR000750,P000750,FL05143,ECONOMY,146
PNR000751,P000751,FL07799,BUSINESS,2
PNR000752,P000752,FL00401,ECONOMY,6
PNR000753,P000753,FL04538,FIRST,137
PNR000754,P000754,FL01886,ECONOMY,17
PNR000755,P000755,FL03251,FIRST,37
PNR000756,P000756,FL09997,FIRST,65
PNR000757,P000757,FL08377,BUSINESS,66
PNR000758,P000758,FL01652,BUSINESS,106
PNR000759,P000759,FL06614,ECONOMY,10
PNR000760,P000760,FL06222,ECONOMY,47
PNR000761,P000761,FL04446,ECONOMY,104
PNR000762,P000762,FL02670,FIRST,28
PNR000763,P000763,FL00745,BUSINESS,142
PNR000764,P000764,FL06192,BUSINESS,67
PNR000765,P000765,FL07373,FIRST,6
PNR000766,P000766,FL01714,ECONOMY,36
PNR000767,P000767,FL06751,BUSINESS,134
PNR000768,P000768,FL07833,ECONOMY,111
PNR000769,P000769,FL05399,BUSINESS,146
PNR000770,P000770,FL05280,BUSINESS,86
PNR000771,P000771,FL08667,ECONOMY,55
PNR000772,P000772,FL03788,BUSINESS,32
PNR000773,P000773,FL06099,BUSINESS,20
PNR000774,P000774,FL03868,BUSINESS,4
PNR000775,P000775,FL06643,ECONOMY,46
PNR000776,P000776,FL09813,ECONOMY,63
PNR000777,P000777,FL00175,BUSINESS,80
PNR000778,P000778,FL08996,ECONOMY,117
PNR000779,P000779,FL00892,ECONOMY,136
PNR000780,P000780,FL07854,FIRST,73
PNR000781,P000781,FL06324,BUSINESS,136
PNR000782,P000782,FL01932,ECONOMY,10
PNR000783,P000783,FL05713,BUSINESS,76
PNR000784,P000784,FL03202,ECONOMY,108
PNR000785,P000785,FL07590,BUSINESS,44
PNR000786,P000786,FL02166,BUSINESS,31
PNR000787,P000787,FL04305,BUSINESS,111
PNR000788,P000788,FL06063,ECONOMY,108
PNR000789,P000789,FL05473,BUSINESS,9
PNR000790,P000790,FL09173,FIRST,28
PNR000791,P000791,FL01996,ECONOMY,63
PNR000792,P000792,FL09494,ECONOMY,84
PNR000793,P000793,FL09893,BUSINESS,89
PNR000794,P000794,FL01121,BUSINESS,72
PNR000795,P000795,FL03908,BUSINESS,20
PNR000796,P000796,FL03736,ECONOMY,47
PNR000797,P000797,FL05289,FIRST,3
PNR000798,P000798,FL05481,FIRST,105
PNR000799,P000799,FL08139,FIRST,45
PNR000800,P000800,FL02660,BUSINESS,139
PNR000801,P000801,FL02871,ECONOMY,69
PNR000802,P000802,FL09498,FIRST,51
PNR000803,P000803,FL04810,ECONOMY,40
PNR000804,P000804,FL07333,FIRST,61
PNR000805,P000805,FL02235,ECONOMY,56
PNR000806,P000806,FL07829,FIRST,22
PNR000807,P000807,FL02955,FIRST,48
PNR000808,P000808,FL04140,ECONOMY,87
PNR000809,P000809,FL05342,ECONOMY,105
PNR000810,P000810,FL01367,BUSINESS,129
PNR000811,P000811,FL06127,BUSINESS,149
PNR000812,P000812,FL01703,BUSINESS,110
PNR000813,P000813,FL06650,BUSINESS,0
PNR000814,P000814,FL06872,BUSINESS,121
PNR000815,P000815,FL09356,BUSINESS,135
PNR000816,P000816,FL06955,ECONOMY,73
PNR000817,P000817,FL08848,BUSINESS,147
PNR000818,P000818,FL03127,BUSINESS,121
PNR000819,P000819,FL08301,ECONOMY,73
PNR000820,P000820,FL02583,ECONOMY,136
PNR000821,P000821,FL08292,ECONOMY,64
PNR000822,P000822,FL09381,BUSINESS,44
PNR000823,P000823,FL05818,ECONOMY,78
PNR000824,P000824,FL05051,FIRST,7
PNR000825,P000825,FL01044,BUSINESS,70
PNR000826,P000826,FL06693,ECONOMY,141
PNR000827,P000827,FL02327,FIRST,50
PNR000828,P000828,FL01340,ECONOMY,71
PNR000829,P000829,FL07496,ECONOMY,85
PNR000830,P000830,FL00421,BUSINESS,104
PNR000831,P000831,FL04920,FIRST,26
PNR000832,P000832,FL09515,ECONOMY,108
PNR000833,P000833,FL09602,ECONOMY,14
PNR000834,P000834,FL07813,ECONOMY,90
PNR000835,P000835,FL02377,FIRST,118
PNR000836,P000836,FL04173,FIRST,94
PNR000837,P000837,FL05875,BUSINESS,120
PNR000838,P000838,FL07917,ECONOMY,36
PNR000839,P000839,FL08144,ECONOMY,111
PNR000840,P000840,FL06543,BUSINESS,121
PNR000841,P000841,FL03421,BUSINESS,106
PNR000842,P000842,FL07588,ECONOMY,104
PNR000843,P000843,FL07644,ECONOMY,111
PNR000844,P000844,FL03503,FIRST,3
PNR000845,P000845,FL07481,ECONOMY,96
PNR000846,P000846,FL07631,BUSINESS,20
PNR000847,P000847,FL02475,FIRST,60
PNR000848,P000848,FL08100,FIRST,58
PNR000849,P000849,FL07282,FIRST,104
PNR000850,P000850,FL04703,FIRST,97
PNR000851,P000851,FL06943,BUSINESS,3
PNR000852,P000852,FL03399,FIRST,145
PNR000853,P000853,FL00476,ECONOMY,1
PNR000854,P000854,FL09745,ECONOMY,87
PNR000855,P000855,FL03679,ECONOMY,28
PNR000856,P000856,FL08911,FIRST,114
PNR000857,P000857,FL01230,BUSINESS,59
PNR000858,P000858,FL00967,FIRST,134
PNR000859,P000859,FL01601,FIRST,27
PNR000860,P000860,FL05357,FIRST,70
PNR000861,P000861,FL03617,FIRST,25
PNR000862,P000862,FL05428,FIRST,53
PNR000863,P000863,FL05805,BUSINESS,87
PNR000864,P000864,FL05142,FIRST,133
PNR000865,P000865,FL05461,FIRST,93
PNR000866,P000866,FL00062,ECONOMY,106
PNR000867,P000867,FL09465,ECONOMY,106
PNR000868,P000868,FL08897,BUSINESS,71
PNR000869,P000869,FL05050,ECONOMY,7
PNR000870,P000870,FL00537,FIRST,61
PNR000871,P000871,FL03638,FIRST,105
PNR000872,P000872,FL04300,FIRST,57
PNR000873,P000873,FL04834,FIRST,149
PNR000874,P000874,FL09181,ECONOMY,45
PNR000875,P000875,FL08017,BUSINESS,143
PNR000876,P000876,FL06410,FIRST,62
PNR000877,P000877,FL08154,BUSINESS,118
PNR000878,P000878,FL02834,FIRST,52
PNR000879,P000879,FL07822,BUSINESS,127
PNR000880,P000880,FL03738,BUSINESS,122
PNR000881,P000881,FL09934,ECONOMY,89
PNR000882,P000882,FL04166,BUSINESS,32
PNR000883,P000883,FL01890,ECONOMY,17
PNR000884,P000884,FL06567,ECONOMY,109
PNR000885,P000885,FL04006,FIRST,93
PNR000886,P000886,FL02181,FIRST,89
PNR000887,P000887,FL07356,FIRST,36
PNR000888,P000888,FL08458,ECONOMY,16
PNR000889,P000889,FL02456,ECONOMY,126
PNR000890,P000890,FL07873,ECONOMY,140
PNR000891,P000891,FL00301,FIRST,126
PNR000892,P000892,FL06425,ECONOMY,93
PNR000893,P000893,FL00848,FIRST,56
PNR000894,P000894,FL03498,ECONOMY,147
PNR000895,P000895,FL07224,BUSINESS,99
PNR000896,P000896,FL06198,ECONOMY,44
PNR000897,P000897,FL06666,BUSINESS,81
PNR000898,P000898,FL05742,BUSINESS,103
PNR000899,P000899,FL02520,ECONOMY,24
PNR000900,P000900,FL00753,FIRST,54
PNR000901,P000901,FL02320,ECONOMY,77
PNR000902,P000902,FL09912,ECONOMY,144
PNR000903,P000903,FL09418,BUSINESS,148
PNR000904,P000904,FL09758,ECONOMY,52
PNR000905,P000905,FL07296,FIRST,132
PNR000906,P000906,FL08699,ECONOMY,118
PNR000907,P000907,FL02742,FIRST,40
PNR000908,P000908,FL01797,ECONOMY,35
PNR000909,P000909,FL05162,FIRST,2
PNR000910,P000910,FL01814,FIRST,126
PNR000911,P000911,FL07518,FIRST,51
PNR000912,P000912,FL02402,ECONOMY,119
PNR000913,P000913,FL04386,ECONOMY,146
PNR000914,P000914,FL00093,BUSINESS,143
PNR000915,P000915,FL08515,BUSINESS,52
PNR000916,P000916,FL01117,BUSINESS,19
PNR000917,P000917,FL06800,FIRST,115
PNR000918,P000918,FL03465,BUSINESS,27
PNR000919,P000919,FL06785,BUSINESS,89
PNR000920,P000920,FL03337,FIRST,0
PNR000921,P000921,FL07867,FIRST,22
PNR000922,P000922,FL08114,FIRST,138
PNR000923,P000923,FL03412,BUSINESS,137
PNR000924,P000924,FL01050,ECONOMY,143
PNR000925,P000925,FL05963,FIRST,99
PNR000926,P000926,FL09549,BUSINESS,122
PNR000927,P000927,FL03681,BUSINESS,125
PNR000928,P000928,FL09480,BUSINESS,26
PNR000929,P000929,FL06382,FIRST,92
PNR000930,P000930,FL00317,ECONOMY,103
PNR000931,P000931,FL03170,BUSINESS,129
PNR000932,P000932,FL07404,ECONOMY,31
PNR000933,P000933,FL07262,ECONOMY,147
PNR000934,P000934,FL06134,BUSINESS,146
PNR000935,P000935,FL09938,BUSINESS,65
PNR000936,P000936,FL05831,ECONOMY,116
PNR000937,P000937,FL05751,FIRST,121
PNR000938,P000938,FL08223,ECONOMY,14
PNR000939,P000939,FL01540,BUSINESS,14
PNR000940,P000940,FL05192,FIRST,7
PNR000941,P000941,FL08758,ECONOMY,118
PNR000942,P000942,FL02609,FIRST,110
PNR000943,P000943,FL01203,FIRST,82
PNR000944,P000944,FL09801,BUSINESS,15
PNR000945,P000945,FL08879,ECONOMY,71
PNR000946,P000946,FL03620,ECONOMY,13
PNR000947,P000947,FL08203,FIRST,133
PNR000948,P000948,FL00225,FIRST,149
PNR000949,P000949,FL03824,ECONOMY,139
PNR000950,P000950,FL01271,FIRST,122
PNR000951,P000951,FL07664,ECONOMY,126
PNR000952,P000952,FL08816,ECONOMY,116
PNR000953,P000953,FL04775,BUSINESS,59
PNR000954,P000954,FL08886,ECONOMY,118
PNR000955,P000955,FL03096,FIRST,28
PNR000956,P000956,FL02250,BUSINESS,115
PNR000957,P000957,FL06404,BUSINESS,25
PNR000958,P000958,FL01536,FIRST,100
PNR000959,P000959,FL06764,ECONOMY,52
PNR000960,P000960,FL09919,FIRST,46
PNR000961,P000961,FL00565,BUSINESS,4
PNR000962,P000962,FL01592,ECONOMY,142
PNR000963,P000963,FL06123,ECONOMY,134
PNR000964,P000964,FL04940,BUSINESS,118
PNR000965,P000965,FL06960,ECONOMY,73
PNR000966,P000966,FL03304,FIRST,107
PNR000967,P000967,FL06630,FIRST,42
PNR000968,P000968,FL02661,FIRST,87
PNR000969,P000969,FL09900,BUSINESS,134
PNR000970,P000970,FL02722,FIRST,138
PNR000971,P000971,FL07514,ECONOMY,80
PNR000972,P000972,FL02022,FIRST,61
PNR000973,P000973,FL08452,FIRST,58
PNR000974,P000974,FL01034,ECONOMY,134
PNR000975,P000975,FL09238,ECONOMY,30
PNR000976,P000976,FL04924,FIRST,64
PNR000977,P000977,FL00820,FIRST,87
PNR000978,P000978,FL02596,FIRST,106
PNR000979,P000979,FL04275,FIRST,113
PNR000980,P000980,FL04327,BUSINESS,131
PNR000981,P000981,FL05483,BUSINESS,38
PNR000982,P000982,FL06732,ECONOMY,136
PNR000983,P000983,FL01319,FIRST,27
PNR000984,P000984,FL00510,BUSINESS,133
PNR000985,P000985,FL01881,BUSINESS,22
PNR000986,P000986,FL04692,ECONOMY,92
PNR000987,P000987,FL01992,BUSINESS,47
PNR000988,P000988,FL03765,BUSINESS,54
PNR000989,P000989,FL06993,ECONOMY,36
PNR000990,P000990,FL01536,BUSINESS,8
PNR000991,P000991,FL02313,BUSINESS,19
PNR000992,P000992,FL02718,FIRST,5
PNR000993,P000993,FL06457,BUSINESS,125
PNR000994,P000994,FL00265,ECONOMY,127
PNR000995,P000995,FL01068,FIRST,76
PNR000996,P000996,FL01588,FIRST,18
PNR000997,P000997,FL08550,ECONOMY,136
PNR000998,P000998,FL00356,FIRST,122
PNR000999,P000999,FL06310,ECONOMY,105
PNR001000,P001000,FL04361,ECONOMY,56
PNR001001,P001001,FL03596,BUSINESS,140
PNR001002,P001002,FL04930,ECONOMY,2
PNR001003,P001003,FL05204,FIRST,44
PNR001004,P001004,FL01064,FIRST,8
PNR001005,P001005,FL03674,ECONOMY,60
PNR001006,P001006,FL01997,FIRST,136
PNR001007,P001007,FL02459,FIRST,120
PNR001008,P001008,FL01009,BUSINESS,22
PNR001009,P001009,FL07289,ECONOMY,7
PNR001010,P001010,FL04550,FIRST,18
PNR001011,P001011,FL08459,BUSINESS,53
PNR001012,P001012,FL01542,ECONOMY,83
PNR001013,P001013,FL06676,ECONOMY,124
PNR001014,P001014,FL01243,BUSINESS,31
PNR001015,P001015,FL02834,BUSINESS,65
PNR001016,P001016,FL08993,FIRST,93
PNR001017,P001017,FL09414,FIRST,56
PNR001018,P001018,FL09408,BUSINESS,12
PNR001019,P001019,FL09355,BUSINESS,90
PNR001020,P001020,FL05333,ECONOMY,109
PNR001021,P001021,FL07043,FIRST,63
PNR001022,P001022,FL09340,FIRST,65
PNR001023,P001023,FL06204,ECONOMY,110
PNR001024,P001024,FL02286,BUSINESS,3
PNR001025,P001025,FL09115,FIRST,118
PNR001026,P001026,FL06194,ECONOMY,85
PNR001027,P001027,FL06613,FIRST,87
PNR001028,P001028,FL08866,FIRST,4
PNR001029,P001029,FL09825,FIRST,49
PNR001030,P001030,FL09468,BUSINESS,5
PNR001031,P001031,FL02035,ECONOMY,116
PNR001032,P001032,FL01426,BUSINESS,80
PNR001033,P001033,FL05990,FIRST,134
PNR001034,P001034,FL05201,ECONOMY,28
PNR001035,P001035,FL09853,ECONOMY,40
PNR001036,P001036,FL07300,FIRST,4
PNR001037,P001037,FL08434,ECONOMY,1
PNR001038,P001038,FL07830,FIRST,143
PNR001039,P001039,FL05683,ECONOMY,30
PNR001040,P001040,FL00518,FIRST,41
PNR001041,P001041,FL01933,FIRST,64
PNR001042,P001042,FL07177,ECONOMY,81
PNR001043,P001043,FL05645,BUSINESS,73
PNR001044,P001044,FL03697,ECONOMY,13
PNR001045,P001045,FL07704,FIRST,34
PNR001046,P001046,FL09994,FIRST,43
PNR001047,P001047,FL08745,BUSINESS,123
PNR001048,P001048,FL01310,ECONOMY,87
PNR001049,P001049,FL06217,BUSINESS,22
PNR001050,P001050,FL02311,BUSINESS,1
PNR001051,P001051,FL06563,FIRST,86
PNR001052,P001052,FL01577,BUSINESS,117
PNR001053,P001053,FL02595,BUSINESS,53
PNR001054,P001054,FL07541,FIRST,46
PNR001055,P001055,FL08349,FIRST,60
PNR001056,P001056,FL07594,BUSINESS,51
PNR001057,P001057,FL04636,FIRST,18
PNR001058,P001058,FL04882,ECONOMY,101
PNR001059,P001059,FL00084,FIRST,79
PNR001060,P001060,FL07302,FIRST,141
PNR001061,P001061,FL04026,BUSINESS,19
PNR001062,P001062,FL00625,FIRST,84
PNR001063,P001063,FL02272,BUSINESS,117
PNR001064,P001064,FL07092,FIRST,135
PNR001065,P001065,FL06583,BUSINESS,3
PNR001066,P001066,FL09598,ECONOMY,129
PNR001067,P001067,FL03859,FIRST,81
PNR001068,P001068,FL09568,FIRST,59
PNR001069,P001069,FL02817,FIRST,82
PNR001070,P001070,FL03002,FIRST,111
PNR001071,P001071,FL03508,ECONOMY,125
PNR001072,P001072,FL05356,FIRST,86
PNR001073,P001073,FL06103,BUSINESS,141
PNR001074,P001074,FL00266,BUSINESS,8
PNR001075,P001075,FL09129,ECONOMY,61
PNR001076,P001076,FL00734,ECONOMY,149
PNR001077,P001077,FL04277,ECONOMY,3
PNR001078,P001078,FL05168,FIRST,11
PNR001079,P001079,FL01967,FIRST,101
PNR001080,P001080,FL04265,FIRST,118
PNR001081,P001081,FL01109,FIRST,15
PNR001082,P001082,FL03492,ECONOMY,124
PNR001083,P001083,FL06717,BUSINESS,46
PNR001084,P001084,FL05755,ECONOMY,60
PNR001085,P001085,FL09211,ECONOMY,15
PNR001086,P001086,FL07285,BUSINESS,88
PNR001087,P001087,FL03466,ECONOMY,24
PNR001088,P001088,FL04385,FIRST,36
PNR001089,P001089,FL02652,BUSINESS,91
PNR001090,P001090,FL01598,FIRST,149
PNR001091,P001091,FL00598,ECONOMY,101
PNR001092,P001092,FL05326,FIRST,132
PNR001093,P001093,FL07995,FIRST,108
PNR001094,P001094,FL04996,BUSINESS,142
PNR001095,P001095,FL05449,BUSINESS,6
PNR001096,P001096,FL04753,BUSINESS,78
PNR001097,P001097,FL04754,ECONOMY,86
PNR001098,P001098,FL06541,FIRST,95
PNR001099,P001099,FL07190,FIRST,145
PNR001100,P001100,FL08951,ECONOMY,128
PNR001101,P001101,FL01464,FIRST,67
PNR001102,P001102,FL08677,FIRST,47
PNR001103,P001103,FL05458,ECONOMY,144
PNR001104,P001104,FL08052,BUSINESS,78
PNR001105,P001105,FL09931,ECONOMY,57
PNR001106,P001106,FL02872,BUSINESS,4
PNR001107,P001107,FL04558,FIRST,86
PNR001108,P001108,FL09659,FIRST,91
PNR001109,P001109,FL04222,FIRST,30
PNR001110,P001110,FL01474,FIRST,101
PNR001111,P001111,FL07115,ECONOMY,21
PNR001112,P001112,FL09026,ECONOMY,96
PNR001113,P001113,FL05174,FIRST,4
PNR001114,P001114,FL02264,ECONOMY,2
PNR001115,P001115,FL08106,ECONOMY,44
PNR001116,P001116,FL03870,BUSINESS,65
PNR001117,P001117,FL08214,FIRST,103
PNR001118,P001118,FL09128,FIRST,69
PNR001119,P001119,FL09367,FIRST,101
PNR001120,P001120,FL08559,BUSINESS,146
PNR001121,P001121,FL05475,ECONOMY,145
PNR001122,P001122,FL04562,FIRST,32
PNR001123,P001123,FL09202,ECONOMY,46
PNR001124,P001124,FL00244,ECONOMY,40
PNR001125,P001125,FL00758,BUSINESS,110
PNR001126,P001126,FL07789,FIRST,98
PNR001127,P001127,FL09114,ECONOMY,122
PNR001128,P001128,FL05297,BUSINESS,135
PNR001129,P001129,FL08597,ECONOMY,66
PNR001130,P001130,FL08089,BUSINESS,22
PNR001131,P001131,FL07646,BUSINESS,81
PNR001132,P001132,FL08744,FIRST,142
PNR001133,P001133,FL08274,BUSINESS,72
PNR001134,P001134,FL03728,BUSINESS,89
PNR001135,P001135,FL00212,BUSINESS,145
PNR001136,P001136,FL03008,ECONOMY,98
PNR001137,P001137,FL04380,FIRST,78
PNR001138,P001138,FL02876,BUSINESS,86
PNR001139,P001139,FL07029,BUSINESS,39
PNR001140,P001140,FL01833,BUSINESS,135
PNR001141,P001141,FL04844,BUSINESS,49
PNR001142,P001142,FL01978,FIRST,90
PNR001143,P001143,FL07783,BUSINESS,103
PNR001144,P001144,FL02895,BUSINESS,127
PNR001145,P001145,FL09491,BUSINESS,79
PNR001146,P001146,FL07962,BUSINESS,109
PNR001147,P001147,FL08867,BUSINESS,55
PNR001148,P001148,FL05717,BUSINESS,65
PNR001149,P001149,FL06083,ECONOMY,55
PNR001150,P001150,FL09233,ECONOMY,110
PNR001151,P001151,FL08811,ECONOMY,102
PNR001152,P001152,FL03165,FIRST,97
PNR001153,P001153,FL06916,BUSINESS,128
PNR001154,P001154,FL06555,ECONOMY,142
PNR001155,P001155,FL01649,ECONOMY,23
PNR001156,P001156,FL05000,BUSINESS,22
PNR001157,P001157,FL07354,FIRST,14
PNR001158,P001158,FL02623,FIRST,21
PNR001159,P001159,FL09146,BUSINESS,71
PNR001160,P001160,FL04179,BUSINESS,11
PNR001161,P001161,FL00414,ECONOMY,87
PNR001162,P001162,FL05554,FIRST,48
PNR001163,P001163,FL03382,ECONOMY,57
PNR001164,P001164,FL06921,BUSINESS,128
PNR001165,P001165,FL03691,BUSINESS,104
PNR001166,P001166,FL00183,BUSINESS,87
PNR001167,P001167,FL06403,ECONOMY,25
PNR001168,P001168,FL08252,FIRST,78
PNR001169,P001169,FL00591,FIRST,66
PNR001170,P001170,FL05537,BUSINESS,96
PNR001171,P001171,FL03123,ECONOMY,40
PNR001172,P001172,FL04153,ECONOMY,123
PNR001173,P001173,FL04541,ECONOMY,31
PNR001174,P001174,FL04864,FIRST,95
PNR001175,P001175,FL01379,BUSINESS,103
PNR001176,P001176,FL08742,BUSINESS,59
PNR001177,P001177,FL00254,FIRST,86
PNR001178,P001178,FL04474,BUSINESS,42
PNR001179,P001179,FL08369,ECONOMY,114
PNR001180,P001180,FL04896,BUSINESS,149
PNR001181,P001181,FL08014,BUSINESS,120
PNR001182,P001182,FL08451,FIRST,65
PNR001183,P001183,FL06213,ECONOMY,35
PNR001184,P001184,FL05709,ECONOMY,122
PNR001185,P001185,FL07197,FIRST,136
PNR001186,P001186,FL08995,BUSINESS,133
PNR001187,P001187,FL08022,ECONOMY,26
PNR001188,P001188,FL01525,FIRST,24
PNR001189,P001189,FL05599,BUSINESS,19
PNR001190,P001190,FL01132,FIRST,74
PNR001191,P001191,FL04241,ECONOMY,69
PNR001192,P001192,FL08945,BUSINESS,95
PNR001193,P001193,FL01630,BUSINESS,0
PNR001194,P001194,FL02496,ECONOMY,1
