flight_id,total_seats,available_seats
FL06211,155,155
FL06212,147,147
FL06213,212,212
FL06214,166,166
FL06215,195,195
FL06216,149,149
FL06217,142,142
FL06218,135,135
FL06219,133,133
FL06220,193,193
FL06221,190,190
FL06222,171,171
FL06223,156,156
FL06224,148,148
FL06225,186,186
FL06226,134,134
FL06227,219,219
FL06228,166,166
FL06229,165,165
FL06230,171,171
FL06231,138,138
FL06232,196,196
FL06233,140,140
FL06234,183,183
FL06235,156,156
FL06236,146,146
FL06237,174,174
FL06238,148,148
FL06239,139,139
FL06240,144,144
FL06241,189,189
FL06242,182,182
FL06243,155,155
FL06244,121,121
FL06245,141,141
FL06246,215,215
FL06247,135,135
FL06248,137,137
FL06249,188,188
FL06250,173,173
FL06251,219,219
FL06252,149,149
FL06253,164,164
FL06254,138,138
FL06255,206,206
FL06256,153,153
FL06257,132,132
FL06258,162,162
FL06259,181,181
FL06260,212,212
FL06261,219,219
FL06262,141,141
FL06263,171,171
FL06264,171,171
FL06265,155,155
FL06266,192,192
FL06267,138,138
FL06268,157,157
FL06269,189,189
FL06270,198,198
FL06271,176,176
FL06272,139,139
FL06273,128,128
FL06274,151,151
FL06275,123,123
FL06276,169,169
FL06277,201,201
FL06278,124,124
FL06279,139,139
FL06280,206,206
FL06281,194,194
FL06282,156,156
FL06283,141,141
FL06284,177,177
FL06285,187,187
FL06286,212,212
FL06287,163,163
FL06288,153,153
FL06289,196,196
FL06290,161,161
FL06291,128,128
FL06292,214,214
FL06293,126,126
FL06294,187,187
FL06295,138,138
FL06296,213,213
FL06297,150,150
FL06298,154,154
FL06299,176,176
FL06300,204,204
FL06301,180,180
FL06302,150,150
FL06303,202,202
FL06304,214,214
FL06305,172,172
FL06306,151,151
FL06307,185,185
FL06308,178,178
FL06309,129,129
FL06310,121,121
FL06311,185,185
FL06312,179,179
FL06313,207,207
FL06314,136,136
FL06315,215,215
FL06316,135,135
FL06317,135,135
FL06318,165,165
FL06319,158,158
FL06320,150,150
FL06321,207,207
FL06322,120,120
FL06323,130,130
FL06324,204,204
FL06325,123,123
FL06326,190,190
FL06327,145,145
FL06328,169,169
FL06329,131,131
FL06330,214,214
FL06331,200,200
FL06332,216,216
FL06333,194,194
FL06334,211,211
FL06335,215,215
FL06336,184,184
FL06337,166,166
FL06338,211,211
FL06339,172,172
FL06340,190,190
FL06341,121,121
FL06342,143,143
FL06343,123,123
FL06344,138,138
FL06345,145,145
FL06346,194,194
FL06347,159,159
FL06348,169,169
FL06349,162,162
FL06350,194,194
FL06351,186,186
FL06352,131,131
FL06353,186,186
FL06354,146,146
FL06355,173,173
FL06356,185,185
FL06357,168,168
FL06358,135,135
FL06359,121,121
FL06360,179,179
FL06361,173,173
FL06362,149,149
FL06363,203,203
FL06364,157,157
FL06365,147,147
FL06366,144,144
FL06367,215,215
FL06368,129,129
FL06369,179,179
FL06370,161,161
FL06371,159,159
FL06372,216,216
FL06373,196,196
FL06374,161,161
FL06375,166,166
FL06376,156,156
FL06377,199,199
FL06378,141,141
FL06379,176,176
FL06380,203,203
FL06381,146,146
FL06382,160,160
FL06383,199,199
FL06384,153,153
FL06385,151,151
FL06386,209,209
FL06387,208,208
FL06388,185,185
FL06389,131,131
FL06390,159,159
FL06391,192,192
FL06392,195,195
FL06393,209,209
FL06394,192,192
FL06395,129,129
FL06396,215,215
FL06397,217,217
FL06398,167,167
FL06399,139,139
FL06400,158,158
FL06401,179,179
FL06402,185,185
FL06403,184,184
FL06404,170,170
FL06405,155,155
FL06406,143,143
FL06407,146,146
FL06408,121,121
FL06409,150,150
FL06410,176,176
FL06411,197,197
FL06412,185,185
FL06413,148,148
FL06414,134,134
FL06415,131,131
FL06416,147,147
FL06417,203,203
FL06418,143,143
FL06419,140,140
FL06420,129,129
FL06421,197,197
FL06422,137,137
FL06423,207,207
FL06424,133,133
FL06425,153,153
FL06426,177,177
FL06427,195,195
FL06428,141,141
FL06429,189,189
FL06430,155,155
FL06431,164,164
FL06432,155,155
FL06433,141,141
FL06434,197,197
FL06435,199,199
FL06436,180,180
FL06437,219,219
FL06438,175,175
FL06439,208,208
FL06440,215,215
FL06441,152,152
FL06442,164,164
FL06443,155,155
FL06444,139,139
FL06445,137,137
FL06446,157,157
FL06447,186,186
FL06448,142,142
FL06449,215,215
FL06450,135,135
FL06451,178,178
FL06452,188,188
FL06453,187,187
FL06454,140,140
FL06455,197,197
FL06456,214,214
FL06457,197,197
FL06458,189,189
FL06459,131,131
FL06460,135,135
FL06461,200,200
FL06462,206,206
FL06463,133,133
FL06464,180,180
FL06465,190,190
FL06466,165,165
FL06467,151,151
FL06468,134,134
FL06469,163,163
FL06470,136,136
FL06471,160,160
FL06472,173,173
FL06473,163,163
FL06474,217,217
FL06475,124,124
FL06476,146,146
FL06477,206,206
FL06478,197,197
FL06479,198,198
FL06480,162,162
FL06481,216,216
FL06482,150,150
FL06483,218,218
FL06484,136,136
FL06485,211,211
FL06486,202,202
FL06487,173,173
FL06488,181,181
FL06489,206,206
FL06490,151,151
FL06491,159,159
FL06492,132,132
FL06493,203,203
FL06494,154,154
FL06495,124,124
FL06496,192,192
FL06497,148,148
FL06498,189,189
FL06499,144,144
FL06500,214,214
FL06501,141,141
FL06502,185,185
FL06503,164,164
FL06504,188,188
FL06505,210,210
FL06506,208,208
FL06507,191,191
FL06508,120,120
FL06509,203,203
FL06510,163,163
FL06511,206,206
FL06512,215,215
FL06513,194,194
FL06514,158,158
FL06515,173,173
FL06516,207,207
FL06517,194,194
FL06518,148,148
FL06519,173,173
FL06520,209,209
FL06521,135,135
FL06522,218,218
FL06523,139,139
FL06524,165,165
FL06525,186,186
FL06526,184,184
FL06527,177,177
FL06528,172,172
FL06529,120,120
FL06530,200,200
FL06531,185,185
FL06532,148,148
FL06533,203,203
FL06534,189,189
FL06535,127,127
FL06536,148,148
FL06537,170,170
FL06538,152,152
FL06539,122,122
FL06540,179,179
FL06541,154,154
FL06542,188,188
FL06543,210,210
FL06544,195,195
FL06545,203,203
FL06546,139,139
FL06547,192,192
FL06548,158,158
FL06549,123,123
FL06550,138,138
FL06551,210,210
FL06552,164,164
FL06553,162,162
FL06554,132,132
FL06555,132,132
FL06556,179,179
FL06557,176,176
FL06558,205,205
FL06559,211,211
FL06560,171,171
FL06561,172,172
FL06562,205,205
FL06563,162,162
FL06564,202,202
FL06565,191,191
FL06566,191,191
FL06567,161,161
FL06568,209,209
FL06569,145,145
FL06570,142,142
FL06571,162,162
FL06572,196,196
FL06573,147,147
FL06574,128,128
FL06575,139,139
FL06576,175,175
FL06577,202,202
FL06578,158,158
FL06579,170,170
FL06580,131,131
FL06581,198,198
FL06582,214,214
FL06583,174,174
FL06584,197,197
FL06585,130,130
FL06586,145,145
FL06587,161,161
FL06588,146,146
FL06589,130,130
FL06590,157,157
FL06591,217,217
FL06592,162,162
FL06593,138,138
FL06594,183,183
FL06595,125,125
FL06596,165,165
FL06597,161,161
FL06598,211,211
FL06599,184,184
FL06600,218,218
FL06601,191,191
FL06602,178,178
FL06603,171,171
FL06604,166,166
FL06605,126,126
FL06606,130,130
FL06607,180,180
FL06608,187,187
FL06609,144,144
FL06610,131,131
FL06611,145,145
FL06612,131,131
FL06613,162,162
FL06614,170,170
FL06615,156,156
FL06616,165,165
FL06617,172,172
FL06618,207,207
FL06619,199,199
FL06620,132,132
FL06621,208,208
FL06622,173,173
FL06623,176,176
FL06624,123,123
FL06625,194,194
FL06626,215,215
FL06627,168,168
FL06628,126,126
FL06629,130,130
FL06630,211,211
FL06631,173,173
FL06632,206,206
FL06633,164,164
FL06634,142,142
FL06635,147,147
FL06636,176,176
FL06637,145,145
FL06638,144,144
FL06639,173,173
FL06640,148,148
FL06641,202,202
FL06642,216,216
FL06643,155,155
FL06644,133,133
FL06645,197,197
FL06646,154,154
FL06647,149,149
FL06648,211,211
FL06649,136,136
FL06650,186,186
FL06651,199,199
FL06652,149,149
FL06653,212,212
FL06654,164,164
FL06655,198,198
FL06656,208,208
FL06657,170,170
FL06658,166,166
FL06659,172,172
FL06660,183,183
FL06661,157,157
FL06662,183,183
FL06663,206,206
FL06664,208,208
FL06665,126,126
FL06666,141,141
FL06667,200,200
FL06668,201,201
FL06669,160,160
FL06670,193,193
FL06671,129,129
FL06672,176,176
FL06673,126,126
FL06674,169,169
FL06675,210,210
FL06676,171,171
FL06677,152,152
FL06678,120,120
FL06679,172,172
FL06680,179,179
FL06681,153,153
FL06682,123,123
FL06683,136,136
FL06684,123,123
FL06685,162,162
FL06686,209,209
FL06687,123,123
FL06688,120,120
FL06689,190,190
FL06690,213,213
FL06691,169,169
FL06692,192,192
FL06693,180,180
FL06694,154,154
FL06695,127,127
FL06696,143,143
FL06697,202,202
FL06698,155,155
FL06699,169,169
FL06700,162,162
FL06701,146,146
FL06702,151,151
FL06703,197,197
FL06704,137,137
FL06705,147,147
FL06706,148,148
FL06707,135,135
FL06708,218,218
FL06709,166,166
FL06710,178,178
FL06711,150,150
FL06712,123,123
FL06713,156,156
FL06714,136,136
FL06715,158,158
FL06716,167,167
FL06717,165,165
FL06718,209,209
FL06719,167,167
FL06720,158,158
FL06721,123,123
FL06722,149,149
FL06723,149,149
FL06724,141,141
FL06725,194,194
FL06726,185,185
FL06727,131,131
FL06728,213,213
FL06729,155,155
FL06730,137,137
FL06731,209,209
FL06732,172,172
FL06733,190,190
FL06734,120,120
FL06735,177,177
FL06736,209,209
FL06737,206,206
FL06738,209,209
FL06739,125,125
FL06740,189,189
FL06741,163,163
FL06742,191,191
FL06743,143,143
FL06744,205,205
FL06745,138,138
FL06746,137,137
FL06747,214,214
FL06748,149,149
FL06749,161,161
FL06750,152,152
FL06751,193,193
FL06752,131,131
FL06753,213,213
FL06754,146,146
FL06755,158,158
FL06756,128,128
FL06757,140,140
FL06758,195,195
FL06759,148,148
FL06760,152,152
FL06761,181,181
FL06762,134,134
FL06763,121,121
FL06764,171,171
FL06765,163,163
FL06766,173,173
FL06767,137,137
FL06768,122,122
FL06769,126,126
FL06770,162,162
FL06771,201,201
FL06772,157,157
FL06773,156,156
FL06774,177,177
FL06775,152,152
FL06776,178,178
FL06777,214,214
FL06778,130,130
FL06779,187,187
FL06780,201,201
FL06781,187,187
FL06782,217,217
FL06783,212,212
FL06784,207,207
FL06785,141,141
FL06786,185,185
FL06787,163,163
FL06788,125,125
FL06789,161,161
FL06790,144,144
FL06791,176,176
FL06792,204,204
FL06793,174,174
FL06794,135,135
FL06795,214,214
FL06796,133,133
FL06797,158,158
FL06798,147,147
FL06799,215,215
FL06800,211,211
FL06801,170,170
FL06802,168,168
FL06803,128,128
FL06804,177,177
FL06805,164,164
FL06806,141,141
FL06807,151,151
FL06808,188,188
FL06809,206,206
FL06810,188,188
FL06811,161,161
FL06812,172,172
FL06813,215,215
FL06814,178,178
FL06815,193,193
FL06816,158,158
FL06817,134,134
FL06818,190,190
FL06819,148,148
FL06820,122,122
FL06821,202,202
FL06822,129,129
FL06823,211,211
FL06824,148,148
FL06825,198,198
FL06826,154,154
FL06827,125,125
FL06828,131,131
FL06829,157,157
FL06830,196,196
FL06831,212,212
FL06832,138,138
FL06833,186,186
FL06834,127,127
FL06835,127,127
FL06836,203,203
FL06837,166,166
FL06838,123,123
FL06839,170,170
FL06840,204,204
FL06841,186,186
FL06842,164,164
FL06843,127,127
FL06844,206,206
FL06845,135,135
FL06846,196,196
FL06847,186,186
FL06848,128,128
FL06849,179,179
FL06850,197,197
FL06851,196,196
FL06852,190,190
FL06853,134,134
FL06854,190,190
FL06855,217,217
FL06856,160,160
FL06857,141,141
FL06858,143,143
FL06859,163,163
FL06860,120,120
FL06861,129,129
FL06862,199,199
FL06863,191,191
FL06864,175,175
FL06865,208,208
FL06866,169,169
FL06867,131,131
FL06868,208,208
FL06869,200,200
FL06870,179,179
FL06871,145,145
FL06872,197,197
FL06873,160,160
FL06874,155,155
FL06875,142,142
FL06876,162,162
FL06877,125,125
FL06878,188,188
FL06879,162,162
FL06880,144,144
FL06881,137,137
FL06882,181,181
FL06883,132,132
FL06884,162,162
FL06885,197,197
FL06886,147,147
FL06887,137,137
FL06888,178,178
FL06889,179,179
FL06890,182,182
FL06891,176,176
FL06892,211,211
FL06893,170,170
FL06894,175,175
FL06895,146,146
FL06896,151,151
FL06897,128,128
FL06898,215,215
FL06899,203,203
FL06900,211,211
FL06901,216,216
FL06902,187,187
FL06903,165,165
FL06904,217,217
FL06905,186,186
FL06906,145,145
FL06907,127,127
FL06908,125,125
FL06909,199,199
FL06910,143,143
FL06911,167,167
FL06912,213,213
FL06913,164,164
FL06914,132,132
FL06915,188,188
FL06916,144,144
FL06917,139,139
FL06918,201,201
FL06919,201,201
FL06920,185,185
FL06921,193,193
FL06922,164,164
FL06923,166,166
FL06924,182,182
FL06925,195,195
FL06926,196,196
FL06927,174,174
FL06928,194,194
FL06929,138,138
FL06930,154,154
FL06931,172,172
FL06932,145,145
FL06933,133,133
FL06934,164,164
FL06935,163,163
FL06936,207,207
FL06937,184,184
FL06938,170,170
FL06939,162,162
FL06940,205,205
FL06941,142,142
FL06942,175,175
FL06943,138,138
FL06944,201,201
FL06945,195,195
FL06946,174,174
FL06947,211,211
FL06948,211,211
FL06949,179,179
FL06950,178,178
FL06951,152,152
FL06952,138,138
FL06953,147,147
FL06954,171,171
FL06955,168,168
FL06956,156,156
FL06957,145,145
FL06958,218,218
FL06959,217,217
FL06960,218,218
FL06961,159,159
FL06962,199,199
FL06963,157,157
FL06964,196,196
FL06965,206,206
FL06966,173,173
FL06967,141,141
FL06968,135,135
FL06969,147,147
FL06970,154,154
FL06971,179,179
FL06972,164,164
FL06973,165,165
FL06974,191,191
FL06975,174,174
FL06976,205,205
FL06977,204,204
FL06978,145,145
FL06979,204,204
FL06980,144,144
FL06981,184,184
FL06982,125,125
FL06983,142,142
FL06984,183,183
FL06985,206,206
FL06986,162,162
FL06987,142,142
FL06988,215,215
FL06989,149,149
FL06990,196,196
FL06991,137,137
FL06992,206,206
FL06993,198,198
FL06994,216,216
FL06995,140,140
FL06996,176,176
FL06997,142,142
FL06998,210,210
FL06999,164,164
FL07000,163,163
FL07001,201,201
FL07002,207,207
FL07003,166,166
FL07004,159,159
FL07005,170,170
FL07006,161,161
FL07007,126,126
FL07008,169,169
FL07009,167,167
FL07010,203,203
FL07011,210,210
FL07012,125,125
FL07013,210,210
FL07014,128,128
FL07015,176,176
FL07016,150,150
FL07017,140,140
FL07018,209,209
FL07019,159,159
FL07020,164,164
FL07021,196,196
FL07022,168,168
FL07023,206,206
FL07024,139,139
FL07025,211,211
FL07026,136,136
FL07027,147,147
FL07028,160,160
FL07029,185,185
FL07030,144,144
FL07031,177,177
FL07032,160,160
FL07033,125,125
FL07034,194,194
FL07035,157,157
FL07036,125,125
FL07037,164,164
FL07038,194,194
FL07039,133,133
FL07040,185,185
FL07041,159,159
FL07042,122,122
FL07043,218,218
FL07044,216,216
FL07045,143,143
FL07046,138,138
FL07047,137,137
FL07048,183,183
FL07049,207,207
FL07050,154,154
FL07051,181,181
FL07052,120,120
FL07053,219,219
FL07054,144,144
FL07055,164,164
FL07056,168,168
FL07057,217,217
FL07058,208,208
FL07059,135,135
FL07060,217,217
FL07061,212,212
FL07062,138,138
FL07063,142,142
FL07064,202,202
FL07065,144,144
FL07066,135,135
FL07067,173,173
FL07068,192,192
FL07069,120,120
FL07070,161,161
FL07071,138,138
FL07072,216,216
FL07073,153,153
FL07074,199,199
FL07075,174,174
FL07076,137,137
FL07077,153,153
FL07078,208,208
FL07079,164,164
FL07080,125,125
FL07081,140,140
FL07082,189,189
FL07083,215,215
FL07084,167,167
FL07085,158,158
FL07086,150,150
FL07087,129,129
FL07088,149,149
FL07089,137,137
FL07090,179,179
FL07091,207,207
FL07092,192,192
FL07093,214,214
FL07094,134,134
FL07095,123,123
FL07096,182,182
FL07097,159,159
FL07098,128,128
FL07099,128,128
FL07100,145,145
FL07101,123,123
FL07102,200,200
FL07103,135,135
FL07104,134,134
FL07105,218,218
FL07106,171,171
FL07107,188,188
FL07108,124,124
FL07109,139,139
FL07110,198,198
FL07111,137,137
FL07112,121,121
FL07113,212,212
FL07114,132,132
FL07115,123,123
FL07116,161,161
FL07117,193,193
FL07118,180,180
FL07119,214,214
FL07120,127,127
FL07121,186,186
FL07122,182,182
FL07123,128,128
FL07124,213,213
FL07125,130,130
FL07126,218,218
FL07127,161,161
FL07128,132,132
FL07129,155,155
FL07130,132,132
FL07131,131,131
FL07132,156,156
FL07133,193,193
FL07134,192,192
FL07135,171,171
FL07136,190,190
FL07137,121,121
FL07138,175,175
FL07139,179,179
FL07140,142,142
FL07141,159,159
FL07142,183,183
FL07143,204,204
FL07144,142,142
FL07145,148,148
FL07146,197,197
FL07147,209,209
FL07148,170,170
FL07149,188,188
FL07150,214,214
FL07151,208,208
FL07152,150,150
FL07153,169,169
FL07154,139,139
FL07155,174,174
FL07156,200,200
FL07157,121,121
FL07158,144,144
FL07159,132,132
FL07160,211,211
FL07161,189,189
FL07162,186,186
FL07163,177,177
FL07164,218,218
FL07165,201,201
FL07166,194,194
FL07167,203,203
FL07168,183,183
FL07169,188,188
FL07170,202,202
FL07171,205,205
FL07172,178,178
FL07173,179,179
FL07174,202,202
FL07175,181,181
FL07176,135,135
FL07177,207,207
FL07178,187,187
FL07179,134,134
FL07180,208,208
FL07181,174,174
FL07182,154,154
FL07183,174,174
FL07184,133,133
FL07185,168,168
FL07186,202,202
FL07187,219,219
FL07188,126,126
FL07189,149,149
FL07190,202,202
FL07191,168,168
FL07192,208,208
FL07193,135,135
FL07194,170,170
FL07195,191,191
FL07196,201,201
FL07197,211,211
FL07198,199,199
FL07199,202,202
FL07200,161,161
FL07201,136,136
FL07202,182,182
FL07203,164,164
FL07204,196,196
FL07205,126,126
FL07206,146,146
FL07207,129,129
FL07208,153,153
FL07209,155,155
FL07210,144,144
FL07211,125,125
FL07212,143,143
FL07213,137,137
FL07214,206,206
FL07215,125,125
FL07216,148,148
FL07217,144,144
FL07218,174,174
FL07219,200,200
FL07220,165,165
FL07221,143,143
FL07222,194,194
FL07223,145,145
FL07224,217,217
FL07225,147,147
FL07226,122,122
FL07227,194,194
FL07228,157,157
FL07229,180,180
FL07230,197,197
FL07231,170,170
FL07232,209,209
FL07233,167,167
FL07234,140,140
FL07235,173,173
FL07236,175,175
FL07237,213,213
FL07238,178,178
FL07239,191,191
FL07240,170,170
FL07241,139,139
FL07242,215,215
FL07243,205,205
FL07244,178,178
FL07245,190,190
FL07246,128,128
FL07247,120,120
FL07248,148,148
FL07249,182,182
FL07250,191,191
FL07251,175,175
FL07252,187,187
FL07253,154,154
FL07254,122,122
FL07255,126,126
FL07256,146,146
FL07257,120,120
FL07258,210,210
FL07259,199,199
FL07260,190,190
FL07261,163,163
FL07262,206,206
FL07263,160,160
FL07264,194,194
FL07265,161,161
FL07266,152,152
FL07267,169,169
FL07268,182,182
FL07269,219,219
FL07270,156,156
FL07271,178,178
FL07272,200,200
FL07273,218,218
FL07274,167,167
FL07275,124,124
FL07276,167,167
FL07277,215,215
FL07278,122,122
FL07279,166,166
FL07280,181,181
FL07281,218,218
FL07282,133,133
FL07283,182,182
FL07284,180,180
FL07285,150,150
FL07286,214,214
FL07287,136,136
FL07288,143,143
FL07289,142,142
FL07290,201,201
FL07291,169,169
FL07292,197,197
FL07293,198,198
FL07294,198,198
FL07295,189,189
FL07296,146,146
FL07297,134,134
FL07298,169,169
FL07299,155,155
FL07300,127,127
FL07301,198,198
FL07302,122,122
FL07303,181,181
FL07304,166,166
FL07305,196,196
FL07306,217,217
FL07307,207,207
FL07308,215,215
FL07309,180,180
FL07310,151,151
FL07311,213,213
FL07312,132,132
FL07313,120,120
FL07314,153,153
FL07315,181,181
FL07316,198,198
FL07317,197,197
FL07318,212,212
FL07319,217,217
FL07320,201,201
FL07321,190,190
FL07322,212,212
FL07323,150,150
FL07324,183,183
FL07325,144,144
FL07326,157,157
FL07327,133,133
FL07328,127,127
FL07329,210,210
FL07330,173,173
FL07331,121,121
FL07332,200,200
FL07333,197,197
FL07334,208,208
FL07335,175,175
FL07336,213,213
FL07337,212,212
FL07338,203,203
FL07339,204,204
FL07340,180,180
FL07341,141,141
FL07342,154,154
FL07343,135,135
FL07344,169,169
FL07345,162,162
FL07346,136,136
FL07347,199,199
FL07348,177,177
FL07349,121,121
FL07350,123,123
FL07351,204,204
FL07352,158,158
FL07353,217,217
FL07354,213,213
FL07355,125,125
FL07356,200,200
FL07357,208,208
FL07358,188,188
FL07359,188,188
FL07360,139,139
FL07361,183,183
FL07362,135,135
FL07363,170,170
FL07364,156,156
FL07365,192,192
FL07366,188,188
FL07367,161,161
FL07368,176,176
FL07369,185,185
FL07370,128,128
FL07371,219,219
FL07372,205,205
FL07373,183,183
FL07374,205,205
FL07375,141,141
FL07376,153,153
FL07377,174,174
FL07378,148,148
FL07379,157,157
FL07380,216,216
FL07381,137,137
FL07382,190,190
FL07383,184,184
FL07384,216,216
FL07385,120,120
FL07386,207,207
FL07387,123,123
FL07388,123,123
FL07389,201,201
FL07390,146,146
FL07391,162,162
FL07392,178,178
FL07393,151,151
FL07394,152,152
FL07395,147,147
FL07396,174,174
FL07397,219,219
FL07398,179,179
FL07399,189,189
FL07400,181,181
FL07401,199,199
FL07402,153,153
FL07403,206,206
FL07404,207,207
FL07405,175,175
FL07406,132,132
FL07407,175,175
FL07408,137,137
FL07409,173,173
FL07410,196,196
FL07411,162,162
FL07412,158,158
FL07413,180,180
FL07414,161,161
FL07415,200,200
FL07416,198,198
FL07417,137,137
FL07418,142,142
FL07419,173,173
FL07420,149,149
FL07421,217,217
FL07422,177,177
FL07423,187,187
FL07424,186,186
FL07425,190,190
FL07426,137,137
FL07427,126,126
FL07428,159,159
FL07429,189,189
FL07430,205,205
FL07431,184,184
FL07432,187,187
FL07433,168,168
FL07434,171,171
FL07435,148,148
FL07436,140,140
FL07437,209,209
FL07438,197,197
FL07439,128,128
FL07440,166,166
FL07441,195,195
FL07442,161,161
FL07443,170,170
FL07444,175,175
FL07445,170,170
FL07446,189,189
FL07447,139,139
FL07448,207,207
FL07449,146,146
FL07450,157,157
FL07451,191,191
FL07452,184,184
FL07453,173,173
FL07454,143,143
FL07455,166,166
FL07456,190,190
FL07457,202,202
FL07458,205,205
FL07459,182,182
FL07460,176,176
FL07461,174,174
FL07462,179,179
FL07463,218,218
FL07464,181,181
FL07465,149,149
FL07466,212,212
FL07467,141,141
FL07468,194,194
FL07469,203,203
FL07470,148,148
FL07471,160,160
FL07472,161,161
FL07473,217,217
FL07474,184,184
FL07475,150,150
FL07476,149,149
FL07477,137,137
FL07478,136,136
FL07479,157,157
FL07480,133,133
FL07481,206,206
FL07482,208,208
FL07483,198,198
FL07484,175,175
FL07485,141,141
FL07486,186,186
FL07487,175,175
FL07488,138,138
FL07489,176,176
FL07490,163,163
FL07491,217,217
FL07492,154,154
FL07493,120,120
FL07494,171,171
FL07495,204,204
FL07496,212,212
FL07497,189,189
FL07498,156,156
FL07499,184,184
FL07500,170,170
FL07501,120,120
FL07502,210,210
FL07503,140,140
FL07504,172,172
FL07505,135,135
FL07506,180,180
FL07507,173,173
FL07508,159,159
FL07509,145,145
FL07510,199,199
FL07511,211,211
FL07512,184,184
FL07513,219,219
FL07514,193,193
FL07515,183,183
FL07516,162,162
FL07517,136,136
FL07518,178,178
FL07519,142,142
FL07520,126,126
FL07521,163,163
FL07522,172,172
FL07523,190,190
FL07524,198,198
FL07525,153,153
FL07526,165,165
FL07527,187,187
FL07528,197,197
FL07529,197,197
FL07530,135,135
FL07531,190,190
FL07532,215,215
FL07533,138,138
FL07534,121,121
FL07535,129,129
FL07536,169,169
FL07537,200,200
FL07538,131,131
FL07539,189,189
FL07540,141,141
FL07541,151,151
FL07542,203,203
FL07543,120,120
FL07544,173,173
FL07545,177,177
FL07546,189,189
FL07547,202,202
FL07548,137,137
FL07549,125,125
FL07550,164,164
FL07551,216,216
FL07552,142,142
FL07553,142,142
FL07554,145,145
FL07555,196,196
FL07556,126,126
FL07557,198,198
FL07558,163,163
FL07559,146,146
FL07560,145,145
FL07561,216,216
FL07562,198,198
FL07563,155,155
FL07564,174,174
FL07565,183,183
FL07566,210,210
FL07567,176,176
FL07568,188,188
FL07569,180,180
FL07570,121,121
FL07571,174,174
FL07572,216,216
FL07573,199,199
FL07574,206,206
FL07575,157,157
FL07576,199,199
FL07577,197,197
FL07578,148,148
FL07579,145,145
FL07580,154,154
FL07581,198,198
FL07582,186,186
FL07583,206,206
FL07584,148,148
FL07585,153,153
FL07586,216,216
FL07587,160,160
FL07588,160,160
FL07589,142,142
FL07590,190,190
FL07591,122,122
FL07592,177,177
FL07593,151,151
FL07594,150,150
FL07595,201,201
FL07596,162,162
FL07597,126,126
FL07598,120,120
FL07599,180,180
FL07600,133,133
FL07601,171,171
FL07602,215,215
FL07603,125,125
FL07604,129,129
FL07605,190,190
FL07606,209,209
FL07607,217,217
FL07608,149,149
FL07609,219,219
FL07610,140,140
FL07611,179,179
FL07612,200,200
FL07613,216,216
FL07614,193,193
FL07615,182,182
FL07616,161,161
FL07617,170,170
FL07618,183,183
FL07619,195,195
FL07620,175,175
FL07621,199,199
FL07622,160,160
FL07623,151,151
FL07624,134,134
FL07625,181,181
FL07626,146,146
FL07627,147,147
FL07628,200,200
FL07629,183,183
FL07630,178,178
FL07631,177,177
FL07632,121,121
FL07633,155,155
FL07634,190,190
FL07635,132,132
FL07636,134,134
FL07637,208,208
FL07638,206,206
FL07639,179,179
FL07640,141,141
FL07641,182,182
FL07642,209,209
FL07643,216,216
FL07644,194,194
FL07645,193,193
FL07646,144,144
FL07647,167,167
FL07648,162,162
FL07649,157,157
FL07650,160,160
FL07651,164,164
FL07652,207,207
FL07653,159,159
FL07654,216,216
FL07655,136,136
FL07656,207,207
FL07657,176,176
FL07658,121,121
FL07659,215,215
FL07660,181,181
FL07661,207,207
FL07662,128,128
FL07663,187,187
FL07664,200,200
FL07665,136,136
FL07666,169,169
FL07667,213,213
FL07668,159,159
FL07669,177,177
FL07670,194,194
FL07671,204,204
FL07672,140,140
FL07673,137,137
FL07674,174,174
FL07675,148,148
FL07676,143,143
FL07677,193,193
FL07678,136,136
FL07679,137,137
FL07680,161,161
FL07681,203,203
FL07682,164,164
FL07683,201,201
FL07684,136,136
FL07685,192,192
FL07686,133,133
FL07687,168,168
FL07688,148,148
FL07689,214,214
FL07690,123,123
FL07691,201,201
FL07692,139,139
FL07693,166,166
FL07694,128,128
FL07695,196,196
FL07696,198,198
FL07697,146,146
FL07698,134,134
FL07699,211,211
FL07700,138,138
FL07701,209,209
FL07702,171,171
FL07703,145,145
FL07704,208,208
FL07705,145,145
FL07706,145,145
FL07707,165,165
FL07708,211,211
FL07709,168,168
FL07710,201,201
FL07711,215,215
FL07712,172,172
FL07713,122,122
FL07714,185,185
FL07715,216,216
FL07716,161,161
FL07717,138,138
FL07718,136,136
FL07719,152,152
FL07720,195,195
FL07721,168,168
FL07722,175,175
FL07723,182,182
FL07724,122,122
FL07725,168,168
FL07726,174,174
FL07727,145,145
FL07728,218,218
FL07729,191,191
FL07730,171,171
FL07731,219,219
FL07732,126,126
FL07733,165,165
FL07734,165,165
FL07735,219,219
FL07736,135,135
FL07737,143,143
FL07738,180,180
FL07739,173,173
FL07740,181,181
FL07741,120,120
FL07742,168,168
FL07743,144,144
FL07744,129,129
FL07745,199,199
FL07746,135,135
FL07747,177,177
FL07748,191,191
FL07749,148,148
FL07750,211,211
FL07751,125,125
FL07752,135,135
FL07753,139,139
FL07754,199,199
FL07755,190,190
FL07756,197,197
FL07757,162,162
FL07758,145,145
FL07759,209,209
FL07760,197,197
FL07761,190,190
FL07762,152,152
FL07763,145,145
